Sentences_Chinese,Sentence_Cantonese,label,emo_class
老實說，我對當晚的導播很不滿，在整個比賽期間，導播只給了布希及其家人一個鏡頭，而且一閃而過，快如閃電，根本無法讓人看清總統的看球情景。,老實說，我對當晚嘅導播好不滿，喺成個比賽期間，導播只畀咗布殊及其家人一個鏡頭，而且一閃而過，快如閃電，根本無法讓人看清總統嘅睇波情景。,3,Anger
這是出於安全考慮嗎？,係出於安全考慮嗎？,3,Anger
好像不是。,好似唔係。,3,Anger
為什麼那麼吝惜給布希的鏡頭？,做乜嘢咁吝惜畀布殊嘅鏡頭？,3,Anger
要知道，有多少觀眾是沖著布希去看這場球賽的呀！,要知道，有幾多觀眾係衝著布殊去睇呢場波噶！,3,Anger
由於導播莫名其妙的“導播”，讓１０幾億電視觀眾錯過了“精彩”之外的“精彩”，留下了莫大的遺憾。,由於導播莫名其妙的“導播”，讓10幾億電視觀眾錯過了“精彩”之外的“精彩”，留下了莫大的遺憾。,3,Anger
上半場臨近結束時，當科比運球進入前場準備突破時，卻被裁判吹走步。,上半場臨近完場時，當科比運球進入前場準備突破時，卻被裁判吹走步。,1,Sad
但在貴賓席上的布希卻有點不高興了，他“固執”地為科比伸張起了正義——他向裁判使勁地揮手，以示對判罰的不滿，還一邊喊道：“ＮＯ！,但在貴賓席上的布殊卻有點不開心了，他“固執”地為科比伸張起了正義——他向裁判使勁地揮手，以示對判罰的不滿，還一邊喊道：“NO！,3,Anger
又過了一個多月，這個一個多月的時間裡發生了許多許多的事情。,又過了一個多月，呢個一個多月嘅時間入面發生好多好多嘅事情。,4,Neutral
我想，今天應該有足夠的時間了。,我想，今日應該有足夠嘅時間咗。,0,Happy
２月份，我生日那天，和她一起乘坐飛機前往廈門，這件事我們商量和準備了一段時間。,2月份，我生日那天，同佢一齊乘坐飛機前往廈門，呢件事我哋商量同準備咗一段時間。,4,Neutral
我第一次同一個女性單獨出去旅遊，第一次在飛機上旅行過生日，那天心中真的很高興。,我第一次同一個女性單獨出去旅遊，第一次喺飛機上旅行過生日，那天心中真係好開心。,0,Happy
雖然我一直都不確定這樣的關係能維繫多久，但我在努力享受著片刻喜悅。,雖然我一直都唔肯定噉嘅關係能維繫多久，但我努力享受住片刻喜悅緊。,0,Happy
而每每得到的結果總是讓我比較失望，因為如果這些事情發生在榮麗娟身上她總能用那副好脾氣和溫柔化解掉。,而每每得到嘅結果成日令我比較失望，因為如果呢啲事情發生喺榮麗娟身上她縂能用副好脾氣和溫柔化解掉。,1,Sad
我知道，她需要把那些多餘的精力和情緒釋放掉，或許狗對於她來說是個不錯的選擇。,我知道，她需要將嗰啲多餘嘅精力同情緒釋放掉，或許狗對於她來說係個唔錯嘅選擇。,0,Happy
那一刻的激情已經控制了她的選擇。,一刻嘅激情有控制她的選擇。,4,Neutral
現在想想，她確實是一個十分自私的人。,而家想想，佢確實係一個十分自私嘅人。,3,Anger
一直生氣到現在。,嬲到而家開。,3,Anger
如果她的心胸能放的更開闊些，如果她真的能把許多的事情看的淡薄一些，或許她遍能很好的體會到什麼是快樂和幸福。,如果她的心胸能放嘅更開闊些，如果佢真的能將好多嘅事情睇嘅淡薄一些，或許她遍能好好嘅體會到乜嘢係快樂同幸福。,0,Happy
每個人也不可能就憑藉一時的感受而活著，最後都要為這樣即時消費而埋單。,個個都不可能就憑藉一時嘅感受而在生，最後都要為這樣即時消費而埋單。,4,Neutral
這幾天真的很不在狀態，真的開始懷念起單身的那段日子。,呢幾日真係好不在狀態，真的開始懷念起單身嘅段日子。,1,Sad
９號去周至時淋了點兒秋雨，１２號中午去到燭光圖書館老萬那兒送書頂著驕陽，突然發現自己變得脆弱了，一會兒覺得冷一會兒覺得熱。,9號去周至時淋咗少少秋雨，12號中午去到燭光圖書館老萬度送書頂住驕陽，突然發現自己變得脆弱了，一陣覺得凍一陣覺得熱。,1,Sad
放假了，可以酣睡了。,放假了，可以酣睡了。,0,Happy
中秋那天，快吃晚飯的時候爬起，我驚喜地看到北京的王館長也發來優雅的問侯。,中秋那天，快食晚飯嘅時候爬起，我驚喜咁睇到北京嘅王館長都發嚟優雅嘅問侯。,0,Happy
７月在黑龍江參加研討班時，見到王館長。,7月喺黑龍江參加研討班時，見到王館長。,4,Neutral
奶奶，沒想到您今天就離我們而去了。,奶奶，估唔到你今日就離我哋而去了。,1,Sad
雖然春節期間就做好了心理準備，可當我下班後聽爸爸在電話裡把消息告訴我時，我還是呆了，很悲傷，您就這樣悄然走了啊。,雖然春節期間就做好了心理準備，可當我放工後聽爸爸喺電話度把消息告訴我時，我都係呆了，好悲傷，你就這樣悄然走㗎喎。,1,Sad
奶奶，對您的感情一直很複雜。,奶奶，對您的感情一直好複雜。,1,Sad
對您曾經無心犯下的一個錯，我似乎一直有點耿耿於懷，其實，我這是小心眼，是不應該的。,對您曾經無心犯下的一個錯，我似乎一直有點耿耿於懷，其實，我這是小心眼，是不應該的。,1,Sad
最初對您的記憶，是通過媽媽對您的敘說。,最初對您的記憶，係透過媽媽對您的敘說。,4,Neutral
當時，有個和我一起進醫院的小男孩是吃饅頭中毒，他沒有被救活，而我卻有了生存的希望。,當時，有個同我一齊入醫院嘅細路仔係食饅頭中毒，佢冇被救活，而我卻有咗生存嘅希望。,0,Happy
在我休克、被搶救了兩天兩夜後，我蘇醒了：“媽媽，疼。,在我休克、被搶救了兩天兩夜後，我蘇醒了：“媽媽，疼。,1,Sad
”媽媽聽到了我虛弱的聲音，心裡的石頭也落了地，可她也快累倒了，身體也急出了病。,“媽媽聽到了我虛弱的聲音，心裡的石頭也落了地，可她也快累倒了，身體也急出了病。,1,Sad
因為種種原因，我的身體還沒有恢復好，媽媽就無奈帶我出院了。,因為種種原因，我的身體還沒有恢復好，媽媽就無奈帶我出院了。,1,Sad
出院後的我像換了個人，像是個非洲小難民。,出院後嘅我像換了個人，像是個非洲小難民。,1,Sad
媽媽說我原來的皮膚白白嫩嫩的，水色非常好，從那以後，我的皮膚就黑了很多，膚質一下子就壞了，人也瘦小了許多，仿佛是一隻白天鵝變成了醜小鴨。,媽媽說我原來的皮膚白白嫩嫩的，水色非常好，從那以後，我的皮膚就黑了很多，膚質一下子就壞了，人也瘦小了許多，彷彿是一隻白天鵝變成了醜小鴨。,1,Sad
爸爸後來帶兵回去時，接他的衛生員對他說：“指導員，你差一點要見不到你的女兒啊！,爸爸後來帶兵回去時，接他的衛生員對他說：“指導員，你差一點要見不到你的女兒啊！,1,Sad
從那以後，我像一棵差點夭折的小樹，怎麼長也恢復不到先前的狀態了。,從那以後，我像一棵差啲夭折嘅小樹，點長都恢復不到先前嘅狀態埋。,1,Sad
從小到大，我的身體就一直體弱多病，父母沒有少為我操心。,由細到大，我的身體就一直體弱多病，父母冇少為我操心。,1,Sad
每次我生病，媽媽都難免要抱怨是您把我害成這樣，沒少跟爸爸撒氣。,每次我病，媽咪都難免要抱怨係你將我害成這樣，冇少同爸爸撒氣。,3,Anger
可遺憾的是，您在走前的日子裡，我陪伴您的時間太少了，今年春節，您甚至認不出我是誰了，我要跟您說好幾遍我的小名，您才勉強想起來。,可遺憾的是，您在走前的日子裡，我陪伴您的時間太少了，今年春節，您甚至認不出我是誰了，我要跟您說好幾遍我的小名，您才勉強想起來。,1,Sad
也難怪了，您８８歲了，記憶力衰退了，只是我感覺人老了就像回到了嬰兒時期，只是模樣衰老了。,也難怪了，你88歲了，記憶力衰退了，只係我感覺人老咗就好似回到了嬰兒時期，只係模樣衰老咗。,1,Sad
前幾天，您連爸爸也認不出了，沒想到今天居然，居然就離我們而去了。,前幾日，你連爸爸都認不出埋，估唔到今日居然，居然就離我哋而去了。,1,Sad
為什麼就不能等著媽媽每天能數著你的小腳丫，攬你入懷，安穩地入睡？,點解就唔可以等住媽咪每日能數住你嘅小腳丫，攬你入懷，安穩地入睡？,1,Sad
寶寶，再等三天，你就兩個月了。,寶寶，再等三日，你就兩個月了。,4,Neutral
從知道你來臨的那一刻開始，你的爸爸早早給你買好了莫劄特胎教音樂。,由知你來臨嗰一刻開始，你嘅爸爸早早畀你買好咗莫劄特胎教音樂。,4,Neutral
她們把寶寶保住了。,她們把寶寶保住了。,0,Happy
可我……沒把你保住。,可我...... 冇將你保住。,1,Sad
媽媽週一下午沒有聽醫生的話，沒有請假臥床休息。,媽咪週一下晝冇聽醫師嘅話，冇請假臥床休息。,1,Sad
媽媽自以為足夠堅強，頂著帶畢業班工作的壓力，咬著牙，忍著腹痛週二一早去上課……下課後，在媽媽肚子裡像鋼絲線穿腸的腹痛和令人觸目驚心的鮮血，告訴媽媽，你走了……走得那麼突然，那麼無奈。,媽媽自以為足夠堅強，頂著帶畢業班工作的壓力，咬著牙，忍著腹痛週二一早去上課...... 下課後，在媽媽肚子裡像鋼絲線穿腸的腹痛和令人觸目驚心的鮮血，告訴媽媽，你走了...... 行得咁突然，咁無奈。,1,Sad
渴望攬你入懷的時刻已成泡沫幻想，卻讓你冷冰冰地躺在另一個世界。,渴望攬你入懷的時刻已成泡沫幻想，卻讓你冷冰冰地躺喺另一個世界。,1,Sad
來不及聽你那可能有的正常，均勻的心跳……給媽媽留下無限的遺憾和留戀。,來不及聽你那可能有的正常，均勻的心跳...... 畀媽咪留低無限嘅遺憾同留戀。,1,Sad
選擇了這個職業，就等於選擇了站立，選擇了令外行人羡慕的背後無數的心酸和委屈。,揀咗呢個職業，就等於揀咗站立，揀咗令外行人羨慕嘅背後無數嘅心酸和委屈。,1,Sad
媽媽錯了，如果……如果可以重新開始，再有多大的壓力，媽媽一個人扛。,媽媽錯了，如果...... 如果可以重新開始，再有多大的壓力，媽咪一個人扛。,1,Sad
可你就這樣悄無聲息地走了。,可你就這樣悄無聲息地走咗。,1,Sad
可是，我卻已經無時無刻地感受你的存在，你的呼喚……即將為人母的幸福是那麼的短暫，那麼的無奈，那麼地耐人尋味……,可是，我卻已經無時無刻地感受你的存在，你的呼喚...... 即將為人母的幸福是那麼的短暫，那麼的無奈，那麼地耐人尋味......,1,Sad
媽媽在緬懷你的時刻裡不斷地責備自己。,媽咪喺緬懷你嘅時刻度猛咁責備自己。,1,Sad
也許媽媽以後會懷上你的弟弟或妹妹。,或者媽咪以後會懷上你嘅細佬或妹。,4,Neutral
但是，媽媽永遠也不會再有一個可愛的你，我的小牛寶寶。,但是，媽咪永遠都唔會再有一個得意嘅你，我嘅小牛寶寶。,1,Sad
預產期與我同一天生日的寶寶，永遠也回不來了……,預產期與我同一天生日的寶寶，永遠都回不來了......,1,Sad
懂事的你，也許真的知道媽媽太辛苦，不想為難媽媽，於是你就這麼沉沉地入睡了，再也不會醒過來。,懂事的你，或者真的知道媽媽太辛苦，唔想為難媽媽，於是你就咁沉沉地入睡了，再也不會醒過來。,1,Sad
寶寶，睡吧。,寶寶，睡吧。,4,Neutral
外面的世界有一點點黑。,外面嘅世界有一點點黑。,4,Neutral
在你的夢裡，天空一定很美！,在你的夢裡，天空一定好美！,0,Happy
而且有時候媒人也不知道雙方的情況，只知道東家的姑娘未嫁，西家的小夥未娶。,而且有時候媒人都唔知雙方嘅情況，淨係知東家嘅姑娘未嫁，西家嘅細家未娶。,4,Neutral
短信聊天的時候我有一點猶豫，說話不能和我有貼心的感覺，只是如果他能言善辯，花言巧語，或許也沒戲了，再見面時，親切的感覺更多　，他說我們認識三天怎麼和認識三年似的，我說那主要要感謝我比較自來熟：）,短信聊天的時候我有一點猶豫，說話不能和我有貼心的感覺，只是如果他能言善辯，花言巧語，或許也沒戲了，再見面時，親切的感覺更多，他說我們認識三天怎麼和認識三年似的，我說那主要要感謝我比較自來熟：）,0,Happy
父母都很滿意，我想這長相其實很重要，要是他長的醜，我這麼愛看帥哥的人，即使他所有的內在優點都有，可能也沒有戲吧，總之，算是順利成功！,父母都好滿意，我想長相其實好緊要，要是佢長嘅醜，我咁要睇靚仔嘅人，即使佢所有嘅內在優點都有，可能都冇戯啦，總之，算係順利成功！,0,Happy
那天他說起沒有和他以前的女朋友在一起時，他說“那種轟轟烈烈衝破所有阻礙在一起的愛情，不一定好”這句話讓我當時就淚如雨下，我認同，我不想我的愛人我的家人都不喜歡，那樣我以後怎麼回家，怎麼面對呢？,那天他說起沒有和他以前的女朋友在一起時，他說“那種轟轟烈烈衝破所有阻礙在一起的愛情，不一定好”這句話讓我當時就淚如雨下，我認同，我不想我的愛人我的家人都不喜歡，那樣我以後怎麼回家，怎麼面對呢？,1,Sad
